date,recession,gdp_change,median_house,gold_price,dow_open,fed_rate,InvYield_10yr_5yr,unemp_rate,earnings_chg,cpi,inflation,housing_starts
9/1/91,0,-0.1,120000,348.46,3024.8,5.5,0.49,6.9,25,137.2,0.44,1015
10/1/91,0,1.2,122600,358.826,3043.6,5.4,0.55,7,19,137.4,0.15,1079
11/1/91,0,1.2,118500,359.96,3016.8,5.03,0.77,7,-60,137.8,0.29,1103
12/1/91,0,1.2,122000,361.875,3069.1,4.86,0.89,7.3,33,137.9,0.07,1079
1/1/92,0,2.9,120000,354.436,2894.7,4.09,0.8,7.3,42,138.1,0.15,1176
2/1/92,0,2.9,117200,353.853,3168.8,4.4,0.84,7.4,-59,138.6,0.36,1250
3/1/92,0,2.9,120000,344.641,3223.4,4.13,0.65,7.4,55,139.3,0.51,1297
4/1/92,0,3.2,120000,338.728,3267.7,4.98,0.64,7.4,155,139.5,0.14,1099
5/1/92,0,3.2,113000,337.039,3235.5,3.75,0.74,7.6,129,139.7,0.14,1214
6/1/92,0,3.2,124500,340.784,3359.1,3.96,0.7,7.8,67,140.2,0.36,1145
7/1/92,0,3.7,118000,352.452,3396.9,3.89,0.83,7.7,75,140.5,0.21,1139
8/1/92,0,3.7,123500,343.603,3318.5,3.37,0.9,7.6,135,140.9,0.28,1226
9/1/92,0,3.7,119500,345.3,3393.8,3.39,1.04,7.6,34,141.3,0.28,1186
10/1/92,0,4.4,125000,344.277,3257.4,3.58,1.05,7.3,181,141.8,0.35,1244
11/1/92,0,4.4,128900,334.924,3271.7,3.04,0.92,7.4,133,142,0.14,1214
12/1/92,0,4.4,126000,334.657,3226.3,3.17,0.7,7.4,222,141.9,-0.07,1227
1/1/93,0,3.3,118000,328.993,3305.2,2.66,0.7,7.3,300,142.6,0.49,1210
2/1/93,0,3.3,129400,329.31,3301.1,3.25,0.83,7.1,248,143.1,0.35,1210
3/1/93,0,3.3,125000,329.974,3310,3.65,0.82,7,-48,143.6,0.35,1083
4/1/93,0,2.8,127000,341.948,3370.8,3.31,0.82,7.1,303,144,0.28,1258
5/1/93,0,2.8,129900,367.045,3435.1,3.01,0.9,7.1,271,144.2,0.14,1260
6/1/93,0,2.8,124500,371.914,3427.6,3.33,0.79,7,179,144.4,0.14,1280
7/1/93,0,2.3,123900,392.034,3527.4,3.27,0.76,6.9,305,144.4,0,1254
8/1/93,0,2.3,126600,379.795,3516.1,3.07,0.65,6.8,154,144.8,0.28,1300
9/1/93,0,2.3,129400,355.561,3539.5,3.25,0.65,6.7,241,145.1,0.21,1343
10/1/93,0,2.6,125000,364.005,3651.3,3.19,0.62,6.8,285,145.7,0.41,1392
11/1/93,0,2.6,130000,373.939,3555.1,3.15,0.6,6.6,253,145.8,0.07,1376
12/1/93,0,2.6,125000,383.243,3680.6,3.07,0.65,6.5,329,145.8,0,1533
1/1/94,0,3.4,126000,387.11,3684,2.85,0.6,6.6,282,146.2,0.27,1272
2/1/94,0,3.4,129900,381.658,3754.1,3.25,0.6,6.6,184,146.7,0.34,1337
3/1/94,0,3.4,132300,384,3978.4,3.31,0.56,6.5,463,147.2,0.34,1564
4/1/94,0,4.2,129000,377.908,3832,3.64,0.51,6.4,344,147.4,0.14,1465
5/1/94,0,4.2,129900,381.343,3633.1,3.73,0.41,6.1,336,147.5,0.07,1526
6/1/94,0,4.2,133500,385.714,3681.7,4.33,0.38,6.1,314,148,0.34,1409
7/1/94,0,4.3,124400,385.45,3758.4,3.82,0.37,6.1,371,148.4,0.27,1439
8/1/94,0,4.3,133300,380.207,3625,4.34,0.39,6,289,149,0.4,1450
9/1/94,0,4.3,129700,391.348,3764.5,4.76,0.37,5.9,349,149.4,0.27,1474
10/1/94,0,4.1,132000,390.164,3913.4,5.44,0.31,5.8,213,149.5,0.07,1450
11/1/94,0,4.1,129900,384.377,3843.2,4.76,0.31,5.6,412,149.7,0.13,1511
12/1/94,0,4.1,135000,379.48,3908.1,5.49,0.11,5.5,295,149.7,0,1455
1/1/95,0,3.5,127900,378.738,3739.2,4.94,-0.02,5.6,337,150.3,0.4,1407
2/1/95,0,3.5,135000,376.745,3834.4,5.25,0.07,5.4,194,150.9,0.4,1316
3/1/95,0,3.5,130000,381.82,3843.9,5.56,0.16,5.4,211,151.4,0.33,1249
4/1/95,0,2.4,134000,391.339,4011.1,6.3,0.12,5.8,163,151.9,0.33,1267
5/1/95,0,2.4,133900,385.231,4157.7,6.1,0.18,5.6,-20,152.2,0.2,1314
6/1/95,0,2.4,133700,387.618,4321.3,6.04,0.22,5.6,237,152.5,0.2,1281
7/1/95,0,2.7,131000,386.138,4465.1,6.11,0.24,5.7,93,152.5,0,1461
8/1/95,0,2.7,134900,383.502,4556.1,5.55,0.27,5.7,256,152.9,0.26,1416
9/1/95,0,2.7,130000,382.931,4708.5,5.72,0.22,5.6,239,153.2,0.2,1369
10/1/95,0,2.2,135200,383.202,4610.6,6.2,0.16,5.5,157,153.7,0.33,1369
11/1/95,0,2.2,137000,385.209,4789.1,5.76,0.2,5.6,144,153.6,-0.07,1452
12/1/95,0,2.2,138600,387.445,4755.5,5.56,0.22,5.6,146,153.5,-0.07,1431
1/1/96,0,2.6,131900,398.695,5074.5,4.73,0.2,5.6,-5,154.4,0.59,1467
2/1/96,0,2.6,139400,404.919,5117.1,5.27,0.35,5.5,421,154.9,0.32,1491
3/1/96,0,2.6,137000,396.512,5395.3,5.81,0.39,5.5,257,155.7,0.52,1424
4/1/96,0,4,140000,392.87,5485.6,5.53,0.24,5.6,167,156.3,0.39,1516
5/1/96,0,4,136500,391.99,5587.1,5.41,0.25,5.6,328,156.6,0.19,1504
6/1/96,0,4,140000,385.245,5569.1,5.31,0.21,5.3,282,156.7,0.06,1467
7/1/96,0,4.1,144200,383.457,5643.2,7.8,0.24,5.5,242,157,0.19,1472
8/1/96,0,4.1,137000,387.51,5654.6,6.29,0.23,5.1,187,157.3,0.19,1557
9/1/96,0,4.1,139000,383.29,5528.9,5.28,0.2,5.2,211,157.8,0.32,1475
10/1/96,0,4.4,143800,380.909,5616.2,5.53,0.24,5.2,256,158.3,0.32,1392
11/1/96,0,4.4,143500,377.869,5882.2,5.19,0.27,5.4,295,158.6,0.19,1489
12/1/96,0,4.4,144900,369.338,6029.4,5.44,0.21,5.4,183,158.6,0,1370
1/1/97,0,4.3,145000,355.025,6521.7,6.26,0.21,5.3,220,159.1,0.32,1355
2/1/97,0,4.3,143000,346.4,6448.3,5.37,0.25,5.2,310,159.6,0.31,1486
3/1/97,0,4.3,148000,352.311,6813.1,5.5,0.17,5.2,317,160,0.25,1457
4/1/97,0,4.3,150000,344.707,6877.7,6.18,0.16,5.1,297,160.2,0.12,1492
5/1/97,0,4.3,141000,344.1,6583.5,5.73,0.14,4.9,261,160.1,-0.06,1442
6/1/97,0,4.3,145000,340.805,7009,5.58,0.15,5,268,160.3,0.12,1494
7/1/97,0,4.7,145900,323.78,7331,6.24,0.12,4.9,294,160.5,0.12,1437
8/1/97,0,4.7,144000,323.998,7672.8,5.65,0.11,4.8,-20,160.8,0.19,1390
9/1/97,0,4.7,146300,322.616,8222.6,5.52,0.11,4.9,495,161.2,0.25,1546
10/1/97,0,4.5,141500,324.863,7651,5.65,0.12,4.7,346,161.6,0.25,1520
11/1/97,0,4.5,145000,306.345,7945.3,5.56,0.12,4.6,306,161.5,-0.06,1510
12/1/97,0,4.5,145900,288.776,7443.1,5.92,0.03,4.7,313,161.3,-0.12,1566
1/1/98,0,4.9,148000,289.264,7823.6,5.84,0.02,4.6,264,161.6,0.19,1525
2/1/98,0,4.9,156000,297.743,7908.3,5.48,0.13,4.6,201,161.9,0.19,1584
3/1/98,0,4.9,152700,295.87,7987.5,5.57,0.03,4.7,150,162.2,0.19,1567
4/1/98,0,4.1,148000,308.558,8528.8,5.72,0.03,4.3,279,162.5,0.18,1540
5/1/98,0,4.1,153200,298.971,8818.5,5.46,0.02,4.4,402,162.8,0.18,1536
6/1/98,0,4.1,148000,292.223,9106.5,5.79,0.02,4.5,232,163,0.12,1641
7/1/98,0,4.1,149900,292.874,8907.9,6.35,-0.02,4.5,126,163.2,0.12,1698
8/1/98,0,4.1,154900,284.228,9011.6,5.63,-0.01,4.5,338,163.4,0.12,1614
9/1/98,0,4.1,155000,288.661,8868.1,5.75,0.15,4.6,213,163.6,0.12,1582
10/1/98,0,4.9,154500,296.595,7583.1,5.73,0.2,4.5,204,164,0.24,1715
11/1/98,0,4.9,151000,294.243,7749.4,5.35,0.37,4.4,275,164,0,1660
12/1/98,0,4.9,152500,291.357,8645.7,4.82,0.25,4.4,364,163.9,-0.06,1792
1/1/99,0,4.8,153100,287.333,9039.6,4.07,0.12,4.3,106,164.3,0.24,1748
2/1/99,0,4.8,160000,287.495,9212.8,4.86,0.1,4.4,418,164.5,0.12,1670
3/1/99,0,4.8,157300,286.243,9405.4,5.1,0.08,4.2,108,165,0.3,1710
4/1/99,0,4.7,159900,282.62,9315.3,5.41,0.14,4.3,371,166.2,0.73,1553
5/1/99,0,4.7,154400,276.932,9825.3,5.03,0.13,4.2,212,166.2,0,1611
6/1/99,0,4.7,159300,261.402,10788.8,4.78,0.03,4.3,277,166.2,0,1559
7/1/99,0,4.7,158200,256.198,10549.1,5.76,0.13,4.3,321,166.7,0.3,1669
8/1/99,0,4.7,154800,256.936,10972.4,5.07,0.11,4.2,156,167.1,0.24,1648
9/1/99,0,4.7,163200,264.47,10654.8,5.41,0.11,4.2,205,167.9,0.48,1635
10/1/99,0,4.8,161100,311.562,10828.4,5.26,0.12,4.1,409,168.2,0.18,1608
11/1/99,0,4.8,172000,293.65,10335.7,5.38,0.07,4.1,289,168.3,0.06,1648
12/1/99,0,4.8,164800,283.743,10730.8,5.71,0.07,4,307,168.3,0,1708
1/1/00,0,4.2,163500,284.59,10876.5,3.99,0.09,4,234,168.8,0.3,1636
2/1/00,0,4.2,162400,300.855,11501.8,5.79,-0.02,4.1,116,169.8,0.59,1737
3/1/00,0,4.2,165100,286.704,10937.7,5.78,-0.2,4,473,171.2,0.82,1604
4/1/00,0,5.3,162600,279.961,10128.1,6.17,-0.3,3.8,291,171.3,0.06,1626
5/1/00,0,5.3,164700,275.293,10863.3,6.17,-0.33,4,218,171.5,0.12,1575
6/1/00,0,5.3,160100,285.368,10749.4,6.65,-0.24,4,-39,172.4,0.52,1559
7/1/00,0,4.1,169000,282.152,10532.3,6.86,-0.15,4,168,172.8,0.23,1463
8/1/00,0,4.1,166600,274.523,10450.4,6.51,-0.11,4.1,-7,172.8,0,1541
9/1/00,0,4.1,171500,273.676,10523.8,6.52,-0.25,3.9,124,173.7,0.52,1507
10/1/00,0,3,176300,270.405,11219.5,6.6,-0.04,3.9,1,174,0.17,1549
11/1/00,0,3,174700,265.989,10659.1,6.61,-0.04,3.9,205,174.1,0.06,1551
12/1/00,0,3,162000,271.892,10966.2,6.6,0.04,3.9,152,174,-0.06,1532
1/1/19,0,2.3,171300,265.934,10416.8,5.41,0.14,4.2,-10,175.1,0.63,1600
2/1/19,0,2.3,169100,262.018,10790.9,5.57,0.35,4.2,92,175.8,0.4,1625
3/1/19,1,2.3,166300,263.273,10884.8,5.59,0.24,4.3,-43,176.2,0.23,1590
4/1/19,1,1.1,175200,260.75,10493.2,5.29,0.38,4.4,-286,176.9,0.4,1649
5/1/19,1,1.1,175300,272.057,9877.16,4.61,0.46,4.3,-49,177.7,0.45,1605
6/1/19,1,1.1,179400,270.738,10734,4.14,0.48,4.5,-114,178,0.17,1636
7/1/19,1,0.5,175000,267.707,10913.6,3.95,0.47,4.6,-125,177.5,-0.28,1670
8/1/19,1,0.5,173700,272.657,10505,3.79,0.52,4.9,-144,177.5,0,1567
9/1/19,1,0.5,166400,282.478,10527.4,3.66,0.46,5,-252,178.3,0.45,1562
10/1/19,1,0.2,171300,283.322,9946.98,3.02,0.8,5.3,-323,177.7,-0.34,1540
11/1/19,1,0.2,168100,276.248,8845.97,2.61,0.71,5.5,-310,177.4,-0.17,1602
12/1/19,0,0.2,180200,275.992,9087.45,2.06,0.7,5.7,-161,176.7,-0.39,1568
1/2/19,0,1.3,187100,281.764,9848.93,1.52,0.71,5.7,-129,177.1,0.23,1698
2/2/19,0,1.3,191100,295.683,10021.7,1.77,0.65,5.7,-116,177.8,0.4,1829
3/2/19,0,1.3,183400,294.353,9923.04,1.78,0.68,5.7,-20,178.8,0.56,1642
4/2/19,0,1.3,187100,302.862,10111,1.88,0.6,5.9,-96,179.8,0.56,1592
5/2/19,0,1.3,181000,314.48,10402.1,1.88,0.68,5.8,11,179.8,0,1764
6/2/19,0,1.3,190600,321.536,9944.9,1.79,0.68,5.8,48,179.9,0.06,1717
7/2/19,0,2.2,175600,313.567,9923.94,1.83,0.78,5.8,-91,180.1,0.11,1655
8/2/19,0,2.2,178900,310.045,9239.25,1.79,1.02,5.7,-1,180.7,0.33,1633
9/2/19,0,2.2,177500,318.8,8732.58,1.81,0.94,5.7,-79,181,0.17,1804
10/2/19,0,2.1,189200,316.748,8659.27,1.85,1.02,5.7,119,181.3,0.17,1648
11/2/19,0,2.1,181200,319.255,7593.04,1.74,1.15,5.9,-11,181.3,0,1753
12/2/19,0,2.1,197600,333.3,8395.64,1.23,0.95,6,-144,180.9,-0.22,1788
1/3/19,0,1.8,181700,356.864,8902.95,1.16,1.09,5.8,108,181.7,0.44,1853
2/3/19,0,1.8,187000,359.575,8342.38,1.33,1.01,5.9,-135,183.1,0.77,1629
3/3/19,0,1.8,185100,341.564,8053.74,1.33,1.02,5.9,-215,184.2,0.6,1726
4/3/19,0,2,189500,328.208,7890.24,1.29,1.08,6,-52,183.8,-0.22,1643
5/3/19,0,2,195500,355.405,7992.83,1.3,1.1,6.1,16,183.5,-0.16,1751
6/3/19,0,2,187900,356.912,8478.48,1.28,1.07,6.3,-1,183.7,0.11,1867
7/3/19,0,3.3,190200,350.765,8851.45,1.11,1.11,6.2,-2,183.9,0.11,1897
8/3/19,0,3.3,190500,358.993,8983.66,1,1.19,6.1,-40,184.6,0.38,1833
9/3/19,0,3.3,192000,378.859,9232.68,1.01,1,6.1,112,185.2,0.33,1939
10/3/19,0,4.3,194100,379.093,9416.67,1.11,1.11,6,194,185,-0.11,1967
11/3/19,0,4.3,207100,390.2,9276.8,1.03,1.06,5.8,17,184.5,-0.27,2083
12/3/19,0,4.3,196000,407.674,9802.46,1.03,0.96,5.7,115,184.3,-0.11,2057
1/4/19,0,4.3,209500,414.495,9785.35,0.94,1.03,5.7,182,185.2,0.49,1911
2/4/19,0,4.3,219600,404.73,10452.7,1.03,0.99,5.6,57,186.2,0.54,1846
3/4/19,0,4.3,209600,405.976,10487.8,1.04,1.03,5.8,312,187.4,0.64,1998
4/4/19,0,4.2,222300,404.85,10582.2,1.03,1.06,5.6,270,188,0.32,2003
5/4/19,0,4.2,211700,383.953,10357.5,1.03,0.88,5.6,284,189.1,0.59,1981
6/4/19,0,4.2,215700,391.78,10227.3,1.02,0.87,5.6,97,189.7,0.32,1828
7/4/19,0,3.4,212400,398.441,10187.2,1.4,0.8,5.5,57,189.4,-0.16,2002
8/4/19,0,3.4,218100,400.133,10434,1.29,0.79,5.4,91,189.5,0.05,2024
9/4/19,0,3.4,211600,405.402,10138.5,1.53,0.81,5.4,157,189.9,0.21,1905
10/4/19,0,3.3,229200,420.21,10170.1,1.86,0.75,5.5,354,190.9,0.53,2072
11/4/19,0,3.3,224500,439.059,10082,1.83,0.74,5.4,55,191,0.05,1782
12/4/19,0,3.3,229600,442.974,10028.7,2.04,0.67,5.4,123,190.3,-0.37,2042
1/5/19,0,3.9,223100,424.08,10425.8,1.97,0.61,5.3,147,190.7,0.21,2144
2/5/19,0,3.9,237300,423.43,10783.8,2.4,0.43,5.4,259,191.8,0.58,2207
3/5/19,0,3.9,229300,434.355,10489.7,2.39,0.37,5.2,122,193.3,0.78,1864
4/5/19,0,3.6,236300,429.14,10769,2.83,0.32,5.2,364,194.6,0.67,2061
5/5/19,0,3.6,228300,422.903,10504.6,2.97,0.3,5.1,170,194.4,-0.1,2025
6/5/19,0,3.6,226100,430.302,10192,3.02,0.26,5,251,194.5,0.05,2068
7/5/19,0,3.5,229200,424.745,10462.9,3.36,0.2,5,357,195.4,0.46,2054
8/5/19,0,3.5,240100,437.773,10273.6,3.3,0.16,4.9,203,196.4,0.51,2095
9/5/19,0,3.5,240400,455.936,10641.8,3.57,0.15,5,66,198.8,1.22,2151
10/5/19,0,3.1,243900,470.107,10481.4,3.93,0.14,5,90,199.2,0.2,2065
11/5/19,0,3.1,237900,476.668,10569.5,3.99,0.12,5,339,197.6,-0.8,2147
12/5/19,0,3.1,238600,509.423,10437.5,4.03,0.08,4.9,156,196.8,-0.4,1994
1/6/19,0,3.4,244900,549.433,10806,4.09,0.03,4.7,278,198.3,0.76,2273
2/6/19,0,3.4,250800,555.518,10718.3,4.47,0.07,4.8,307,198.7,0.2,2119
3/6/19,0,3.4,238800,557.215,10862.1,4.52,-0.04,4.7,310,199.8,0.55,1969
4/6/19,0,3.1,257000,611.853,10993.2,5,0.04,4.7,158,201.5,0.85,1821
5/6/19,0,3.1,238200,676.769,11113,4.84,0.14,4.6,40,202.5,0.5,1942
6/6/19,0,3.1,243200,597.898,11367.8,5.02,0.09,4.6,81,202.9,0.2,1802
7/6/19,0,2.4,238100,633.093,11169,5.05,0.05,4.7,196,203.5,0.3,1737
8/6/19,0,2.4,243900,631.557,11149.3,5.27,0.08,4.7,175,203.9,0.2,1650
9/6/19,0,2.4,226700,600.15,11184.8,5.25,0.04,4.5,147,202.9,-0.49,1720
10/6/19,0,2.6,250400,586.648,11382.8,5.34,0.05,4.4,10,201.8,-0.54,1491
11/6/19,0,2.6,240100,626.825,11679,5.23,0.04,4.5,212,201.5,-0.15,1570
12/6/19,0,2.6,244700,629.513,12080.2,5.27,0.02,4.4,186,201.8,0.15,1649
1/7/19,0,1.5,254400,630.352,12221,5.17,0.01,4.6,225,202.416,0.31,1409
2/7/19,0,1.5,250800,665.103,12459.5,5.29,0,4.5,80,203.499,0.54,1480
3/7/19,0,1.5,262600,655.891,12617.2,5.31,0.06,4.4,237,205.352,0.91,1495
4/7/19,0,1.8,242500,680.008,12265.6,5.3,0.11,4.5,50,206.686,0.65,1490
5/7/19,0,1.8,245000,668.31,12354.5,5.26,0.12,4.4,152,207.949,0.61,1415
6/7/19,0,1.8,235500,655.714,13062.8,5.23,0.04,4.6,76,208.352,0.19,1448
7/7/19,0,2.2,246200,665.266,13628.7,5.31,0.11,4.7,-33,208.299,-0.03,1354
8/7/19,0,2.2,236500,664.53,13409.6,5.3,0.18,4.6,-23,207.917,-0.18,1330
9/7/19,0,2.2,240300,710.645,13211.1,4.96,0.3,4.7,82,208.49,0.28,1183
10/7/19,0,2,234300,754.48,13358.4,4.92,0.35,4.7,76,208.936,0.21,1264
11/7/19,0,2,249100,808.311,13895.7,4.59,0.31,4.7,109,210.177,0.59,1197
12/7/19,1,2,227700,803.618,13924.2,4.66,0.55,5,110,210.036,-0.07,1037
1/8/19,1,1.1,232400,887.784,13368.2,3.06,0.59,5,13,211.08,0.5,1084
2/8/19,1,1.1,245300,924.283,13261.8,3.12,0.82,4.9,-82,211.693,0.29,1103
3/8/19,1,1.1,229300,971.055,12638.2,3.01,1.05,5.1,-48,213.528,0.87,1005
4/8/19,1,1.1,246400,911.6,12264.4,2.38,0.95,5,-236,214.823,0.61,1013
5/8/19,1,1.1,229300,889.125,12266.6,2.16,0.7,5.4,-184,216.632,0.84,973
6/8/19,1,1.1,234300,889.536,12818.3,1.98,0.23,5.6,-166,218.815,1.01,1046
7/8/19,1,0,237300,941.167,12637.7,2.11,0.64,5.8,-198,219.964,0.53,923
8/8/19,1,0,221000,840.388,11344.6,2.04,0.72,6.1,-279,219.086,-0.4,844
9/8/19,1,0,225200,824.92,11379.9,1.94,0.73,6.1,-460,218.783,-0.14,820
10/8/19,1,-2.8,213200,812.815,11545.6,1.15,0.86,6.5,-481,216.573,-1.01,777
11/8/19,1,-2.8,221600,757.85,10847.4,0.22,1.16,6.8,-727,212.425,-1.92,652
12/8/19,1,-2.8,229600,819.94,9326.04,0.52,1.01,7.3,-704,210.228,-1.03,560
1/9/19,1,-3.3,208600,857.726,8826.89,0.14,0.69,7.8,-783,211.143,0.44,490
2/9/19,1,-3.3,209700,939.763,8772.25,0.23,0.99,8.3,-742,212.193,0.5,582
3/9/19,1,-3.3,205100,925.989,8000.62,0.22,1.04,8.7,-803,212.709,0.24,505
4/9/19,1,-3.9,219200,892.663,7056.48,0.16,1.01,9,-694,213.24,0.25,478
5/9/19,1,-3.9,222300,926.855,7606.13,0.22,1.12,9.4,-344,213.856,0.29,540
6/9/19,1,-3.9,214700,947.807,8167.41,0.21,1.14,9.5,-465,215.693,0.86,585
7/9/19,0,-3,214200,934.272,8501.53,0.2,1,9.5,-341,215.351,-0.16,594
8/9/19,0,-3,207100,949.5,8447.53,0.18,0.98,9.6,-184,215.834,0.22,586
9/9/19,0,-3,216600,996.443,9173.65,0.15,1.02,9.8,-242,215.969,0.06,585
10/9/19,0,0.2,215100,1043.511,9492.32,0.11,1,10,-198,216.177,0.1,534
11/9/19,0,0.2,218800,1126.119,9711.6,0.11,1.08,9.9,12,216.33,0.07,588
12/9/19,0,0.2,222600,1135.012,9712.13,0.13,1.22,9.9,-269,215.949,-0.18,581
1/10/19,0,1.7,218200,1119.575,10343.8,0.05,1.18,9.8,3,216.687,0.34,614
2/10/19,0,1.7,221900,1095.8,10430.7,0.14,1.25,9.8,-92,216.741,0.02,604
3/10/19,0,1.7,224800,1115.554,10069,0.14,1.32,9.9,180,217.631,0.41,636
4/10/19,0,2.8,208300,1148.475,10326.1,0.17,1.29,9.9,237,218.009,0.17,687
5/10/19,0,2.8,230500,1204.321,10857.3,0.2,1.24,9.6,534,218.178,0.08,583
6/10/19,0,2.8,219500,1232.382,11009.6,0.2,1.2,9.4,-136,217.965,-0.1,536
7/10/19,0,3.2,212100,1196,10133.9,0.17,1.14,9.4,-88,218.011,0.02,546
8/10/19,0,3.2,226600,1213.464,9773.27,0.18,1.31,9.5,-5,218.312,0.14,599
9/10/19,0,3.2,228000,1271.461,10468.8,0.19,1.14,9.5,-64,218.439,0.06,594
10/10/19,0,2.6,204200,1343.19,10016.01,0.2,1.26,9.4,269,218.711,0.12,543
11/10/19,0,2.6,219600,1371.784,10789.72,0.2,1.42,9.8,123,218.803,0.04,545
12/10/19,0,2.6,241200,1393.512,11120.3,0.2,1.32,9.3,74,219.179,0.17,539
1/11/19,0,1.9,240100,1360.475,11007.23,0.13,1.3,9.1,20,220.223,0.48,630
2/11/19,0,1.9,220100,1371.313,11577.43,0.18,1.42,9,213,221.309,0.49,517
3/11/19,0,1.9,220500,1422.848,11892.5,0.15,1.28,9,232,223.467,0.98,600
4/11/19,0,1.7,224700,1474.431,12226.49,0.11,1.23,9.1,321,224.906,0.64,554
5/11/19,0,1.7,222000,1512.188,12321.02,0.09,1.31,9,95,225.964,0.47,561
6/11/19,0,1.7,240200,1528.38,12810.16,0.1,1.37,9.1,235,225.722,-0.11,608
7/11/19,0,0.9,229900,1568.526,12569.41,0.08,1.4,9,61,225.922,0.09,623
8/11/19,0,0.9,219600,1759.5,12412.07,0.17,1.44,9,122,226.545,0.28,585
9/11/19,0,0.9,217000,1780.648,12144.22,0.08,1.26,9,236,226.889,0.15,650
10/11/19,0,1.6,224800,1667.893,11613.3,0.06,0.93,8.8,204,226.421,-0.21,610
11/11/19,0,1.6,214300,1735.977,10912.1,0.08,1.1,8.6,132,226.23,-0.08,711
12/11/19,0,1.6,218600,1652.725,11951.53,0.08,1.15,8.5,204,225.672,-0.25,694
1/12/19,0,2.7,221700,1656.095,12046.21,0.04,1.07,8.3,355,226.665,0.44,723
2/12/19,0,2.7,239900,1743.095,12221.19,0.11,1.09,8.3,262,227.663,0.44,704
3/12/19,0,2.7,239800,1675.057,12632.76,0.11,1.13,8.2,238,229.392,0.76,695
4/12/19,0,2.4,236400,1648.539,12952.29,0.09,1.17,8.2,83,230.085,0.3,753
5/12/19,0,2.4,239200,1585.114,13211.36,0.16,1.11,8.2,99,229.815,-0.12,708
6/12/19,0,2.4,232600,1595.632,13214.16,0.16,0.89,8.2,72,229.478,-0.15,757
7/12/19,0,2.5,237400,1592.784,12391.56,0.09,0.93,8.2,153,229.104,-0.16,740
8/12/19,0,2.5,253200,1625.682,12879.71,0.14,0.9,8.1,170,230.379,0.56,754
9/12/19,0,2.5,254600,1741.925,13007.47,0.13,0.97,7.8,189,231.407,0.45,847
10/12/19,0,1.5,247200,1746.348,13092.15,0.15,0.99,7.8,158,231.317,-0.04,915
11/12/19,0,1.5,245000,1724.352,13437.66,0.17,0.98,7.7,158,230.221,-0.47,833
12/12/19,0,1.5,258300,1687.342,13099.19,0.16,1,7.9,237,229.601,-0.27,976
1/13/19,0,1.6,251500,1671.886,13027.73,0.09,1.06,8,195,230.28,0.3,888
2/13/19,0,1.6,265100,1630.688,13104.3,0.14,1.11,7.7,279,232.166,0.82,962
3/13/19,0,1.6,257500,1591.013,13860.58,0.14,1.1,7.5,136,232.773,0.26,1010
4/13/19,0,1.3,279300,1485.905,14054.49,0.16,1.1,7.6,192,232.531,-0.1,835
5/13/19,0,1.3,263700,1416.143,14578.54,0.14,0.99,7.5,224,232.945,0.18,930
6/13/19,0,1.3,259800,1342.7,14839.8,0.09,1.11,7.5,181,233.504,0.24,839
7/13/19,0,1.9,262200,1284.348,15123.55,0.1,1.09,7.3,105,233.596,0.04,880
8/13/19,0,1.9,255300,1345.048,14911.6,0.08,1.21,7.2,242,233.877,0.12,917
9/13/19,0,1.9,269800,1348.464,15503.85,0.07,1.16,7.2,189,234.149,0.12,850
10/13/19,0,2.6,264300,1314.402,14801.55,0.08,1.24,7.2,225,233.546,-0.26,925
11/13/19,0,2.6,277100,1277.417,15132.49,0.08,1.23,6.9,267,233.069,-0.2,1100
12/13/19,0,2.6,275500,1221.588,15558.01,0.07,1.37,6.7,67,233.049,-0.01,1002
1/14/19,0,1.4,269800,1243.068,16087.12,0.07,1.28,6.6,177,233.916,0.37,888
2/14/19,0,1.4,268400,1298.713,16572.17,0.07,1.16,6.7,168,234.781,0.37,944
3/14/19,0,1.4,282300,1336.56,15697.69,0.06,1.14,6.7,250,236.293,0.64,970
4/14/19,0,2.7,274500,1299.175,16321.71,0.08,1.01,6.2,327,237.072,0.33,1043
5/14/19,0,2.7,285600,1288.913,16457.66,0.09,0.97,6.3,221,237.9,0.35,1007
6/14/19,0,2.7,287000,1277.857,16580.84,0.08,0.94,6.1,324,238.343,0.19,911
7/14/19,0,3.1,280400,1312.989,16705.45,0.1,0.9,6.2,227,238.25,-0.04,1085
8/14/19,0,3.1,291700,1297.005,16826.6,0.09,0.81,6.1,188,237.852,-0.17,984
9/14/19,0,3.1,261500,1241.33,16563.3,0.07,0.73,5.9,311,238.031,0.08,1023
10/14/19,0,2.9,297000,1223.565,17098.45,0.09,0.73,5.7,258,237.433,-0.25,1074
11/14/19,0,2.9,298300,1176.413,17040.46,0.07,0.72,5.8,286,236.151,-0.54,1001
12/14/19,0,2.9,301500,1200.44,17390.9,0.13,0.69,5.6,269,234.812,-0.57,1073
1/15/19,0,4,292000,1249.333,17827.27,0.06,0.51,5.7,213,233.707,-0.47,1092
2/15/19,0,4,286600,1231.1,17823.07,0.06,0.48,5.5,248,234.722,0.43,888
3/15/19,0,4,286600,1180.636,17169.99,0.06,0.5,5.4,77,236.119,0.6,962
4/15/19,0,3.3,294500,1198.253,18134.05,0.12,0.55,5.4,300,236.599,0.2,1191
5/15/19,0,3.3,287500,1197.684,17778.52,0.13,0.61,5.6,319,237.805,0.51,1081
